id,name,category,price,description
435,"SkyLevel Alta Grid Fleece (M)","Apparel",98.00,"190 g/m² grid, offset shoulder seams avoid strap overlap; watch window on left cuff."
436,"SkyLevel Alta Grid Fleece (W)","Apparel",98.00,"Women’s fit includes drop hem for pack waistbelt; same polar grid warmth."
437,"SkyLevel Alta Trail Skirt","Apparel",72.40,"Stretch nylon with built‑in liner short; zip thigh pocket stores energy waffle."
438,"EverNorth Stream Rash Guard Hood","Apparel",81.70,"Poly‑spandex hooded top, SPF 50, thumb loops keep sleeves from rolling in surf launch."
439,"EverNorth Surf Boardshort 20 cm","Apparel",69.90,"Seamless inseam panel prevents saddle rash on full‑day SUP tour."
440,"EverNorth Stream Sun Hat","Apparel",33.20,"Wide brim floats; shock‑cord cinch stops gust donation to river."
441,"Granite Forge Down Shirt Jacket","Apparel",199.60,"40 g 850‑fill down adds shoulder‑season insurance without puffy bulk."
442,"Granite Forge Softshell Capris","Apparel",86.70,"Calf‑length cut vents swamp heat; zip pocket hides passport on rail journey."
443,"Granite Forge Wool‑Blend Trail Sock","Apparel",19.80,"Turned welt and low‑profile toe seam; cushion zones only where foot meets rock."
444,"PolarWorks Glacier Mitt Shell","Apparel",98.30,"Over‑mitt with taped seams, pairs with Glacier liner or any fleece glove."
445,"PolarWorks Glacier Mid‑Layer 200","Apparel",138.70,"Polartec Power Stretch Pro, chest pocket sized for beacon on blower days."
446,"PolarWorks Snowline Neck Tube Kid","Apparel",14.90,"Small circumference, bright colours; keeps ski school faces cheerful."
447,"Alpine Canvas Co. Heritage Flannel","Apparel",88.50,"Brushed twill, wood buttons, plaid patterns replicate 1938 mill archives."
448,"Alpine Canvas Co. Wool Field Scarf","Apparel",61.40,"Merino/angora blend 180 × 25 cm; no synthetic sheen, just honest warmth."
449,"Alpine Canvas Co. Waxed Field Gaiter","Apparel",33.60,"Drawcord cinch, bees‑wax finish shrugs drizzle during ridge lunch."
450,"WildEdge Timber Chainsaw Chaps","Apparel",149.90,"Six‑layer Kevlar blocks chain up to 3 000 ft/min; ASTM F1897 certified."
451,"Northline Glacier Low Hiker","Footwear",174.20,"Sintered rubber outsole grips wet scree; eVent bootie keeps puddle walks dry."
452,"Northline Glacier Mid Hiker","Footwear",189.90,"Mid‑height cuff and nylon shank tame 25 kg packs on moraine climbs."
453,"Northline Glacier Gaiter High","Footwear",66.70,"eVent leg sleeve to knee; replaceable Hypalon strap resists talus slicing."
454,"TrailSmith Camp Clog Cork","Footwear",72.60,"Natural cork footbed molds after two nights; rubber sole quiet on cabin plank."
455,"TrailSmith Camp Clog Shearling","Footwear",88.90,"Merino shearling liner extends camp comfort to sub‑zero outhouse visits."
456,"TrailSmith Clog Weather Cover","Footwear",19.70,"Slip‑on waterproof shell converts clog into hut departure snow runner."
457,"OrbitGear DriftClog Mesh","Footwear",78.40,"Side vents add breathability; heel strap flips up for trail‑head driving stability."
458,"OrbitGear DriftClog Liner Sock","Footwear",14.20,"Low‑cut Coolmax liner wicks sweat from clog footbed on humid evenings."
459,"OrbitGear AquaStride Strap Neon","Footwear",13.90,"Hi‑vis replacement straps swap tool‑free onto 2019–2024 Sandal chassis."
460,"SkyLevel Alta Runner Knit","Footwear",156.00,"Sock‑like upper, 6 mm drop; midsole rebound 50 % tested on force plate."
461,"SkyLevel Alta Runner Shield","Footwear",178.00,"Water‑resistant variant gains 30 g yet still beats last year’s mesh in road feel tests."
462,"SkyLevel Alta Trail Gaiter","Footwear",27.40,"Soft peak fabric blocks grit; attaches via lace clip and rear velcro."
463,"EverNorth Stream Walker Slip","Footwear",128.60,"Elastic gusset slides on wet foot; siped sole won’t scuff gel‑coat."
464,"EverNorth Stream Walker Grip","Footwear",139.90,"Same upper, but sticky sole tuned for algae‑coated basalt."
465,"EverNorth Stream Sock Mid","Footwear",28.70,"4 mm neoprene booty prolongs paddle sessions past equinox twilight."
466,"BluePeak RidgeGrip Shoe LV","Footwear",149.20,"Low‑volume last suits narrow heels; tension strap sticks edging moves."
467,"BluePeak RidgeGrip Spare Laces","Footwear",9.40,"2.2 mm static cord lace, reflective flecks, cut to length scale printed on packet."
468,"BluePeak RidgeGrip Anti‑Odor Spray","Footwear",11.80,"Cedar oil formula combats mildew whiff on damp gear bins."
469,"Granite Forge Summit Slipper Wool","Footwear",83.50,"Felt upper, cork midsole; sticky patch under heel climbs van ladder safely."
470,"Granite Forge Summit Flip Hemp","Footwear",63.70,"Hemp webbing, sugar‑cane EVA; biodegradable when outsole finally quits."
471,"Granite Forge Toe Socks Crew","Footwear",17.90,"Toe separation prevents flip‑flop rub; knit in Wisconsin."
472,"WildEdge Timber Winter Boot","Footwear",262.40,"400 g insulation, steel toe, ice‑stud ready sole for felling work in February."
473,"WildEdge Timber Oil Kit Mini","Footwear",11.20,"30 ml tin of pine oil + horsehair brush; tucks in cargo pocket."
474,"WildEdge Timber Loop Laces 200 cm","Footwear",9.90,"Round Kevlar lace with forged aglets—stays tied when saw chip shower hits."
475,"TerraNova Trek Pole Foot XL","Footwear",15.40,"Oversize rubber foot for city pavements; flocked base grips polished tile at museums."
476,"PeakCarbon SkyDrift Ski 105","Winter Sports",779.00,"105 mm waist powder tool; weight 3 190 g pair in 180 cm, titanal mount plate for telemark trust."
477,"PeakCarbon SkyDrift Pole Carbon Pro","Winter Sports",164.80,"0° grip angle for steep kick turns; lower section alu‑reinforced for rock hits."
478,"PeakCarbon Skin Hybrid 70/30","Winter Sports",198.90,"Adhesive hybrid attaches mess‑free in storm; tip bungee fits SkyDrift nose notch."
479,"EverNorth Probe 320 Carbon","Winter Sports",129.00,"Kevlar cord, deploys in 5 s; depth marks laser‑etched, still legible after sandpaper test."
480,"EverNorth Shovel Alu Pro 100","Winter Sports",118.70,"Anodised blade, hoe mode flips with push button; packs flat against AviPack."
481,"EverNorth Transceiver X3 Holster","Winter Sports",24.20,"Stretch pocket holds X3; tether rated 100 N pull before stitch fail."
482,"BluePeak Blizzard Ski 112","Winter Sports",799.00,"112‑mm butter twin—poplar core, semi‑cap sidewall, sintered 1.3 base."
483,"BluePeak Blizzard Adjustable Binding","Winter Sports",228.40,"Triple‑pivot toe, 4‑13 DIN; jigless toe mount slots line up by printed scale."
484,"BluePeak Blizzard Skin Cut","Winter Sports",187.60,"Precut kit fits 112 at 184 cm; vacuum glue reactivates with palm heat."
485,"Ridge & Snow Race Wax −6 °C","Winter Sports",14.70,"Hydrocarbon race formula, iron temp 125 °C, fluoro‑free for FIS compliance."
486,"Ridge & Snow Race Wax +2 °C","Winter Sports",14.70,"Soft spring bar; scrape after 8 min, nylon brush finish to mirror."
487,"Ridge & Snow Edge Clamp Vise","Winter Sports",82.90,"Pair clamps skis 60° vertical or flat; jaws padded to save topsheet art."
488,"Snowline Works Patrol Harness","Winter Sports",117.00,"Full‑body drag harness rated 12 kN; colour coded loops connect to sled quickly."
489,"Snowline Works Sled Brake Kit","Winter Sports",44.70,"Stainless teeth drop from sled stern, slow victim on 35° slope rescue."
490,"Snowline Works Radio Pouch","Winter Sports",32.80,"Water‑proof zipper, clear front; shoulder strap fits Patrol Harness Y‑strap."
491,"IceFront Guide Down Over‑mitt","Winter Sports",129.10,"850‑fill baffled shell slips over leather work glove for chairlift rides."
492,"IceFront Guide Tool Sling","Winter Sports",28.90,"Daisy chain plus bungee leash organizes snow saw, probe, inverter."
493,"IceFront Guide Slope Meter","Winter Sports",16.40,"Eyebrow‑mounted inclinometer reads 0‑60° instant—no need to remove glove."
494,"PolarWorks IceBrick Seat Pad","Winter Sports",26.70,"Closed‑cell foam plus reflective foil; snaps to pack sternum strap when touring."
495,"PolarWorks IceBrick Hydration Tube","Winter Sports",14.60,"Insulated tube resists freeze to −15 °C; quick‑release coupler purge valve."
496,"WildEdge Timber Snow Crampon","Winter Sports",84.20,"24‑point steel frame slips over Forestry boots; strap colour hi‑vis orange."
497,"WildEdge Timber Axe Adze Cover","Winter Sports",11.10,"Neoprene slip saves pickup seat fabric from sharpened adze corners."
498,"TerraNova Pole Powder Strap XL","Winter Sports",15.80,"Extra‑wide strap for mitts; EVA pad prevents wrist bite on long zipper pulls."
499,"TerraNova Pole Camera Mount Ball","Winter Sports",29.90,"Ball head screws into 600/700 series handle, pans smoothly for skin‑track vlog footage."
500,"PeakCarbon SkyDrift Rescue Whistle","Winter Sports",7.40,"Pea‑less poly whistle blasts 100 dB; lanyard clip matches AviPack sternum buckle."
